file,protocol_id,nccp_code,title,intent,duration,cycle_interval,contexts,complete,unresolved,action
protocols/breast/00272-trastuzumab-sc-q21d-metastatic.json,nccp-00272-v4,00272,Trastuzumab SC q21d metastatic,Advanced disease,Until progression/toxicity,q21d,1,yes,,sidecar generated
protocols/breast/00278-dose-dense-ac-paclitaxel-14-day.json,nccp-00278-v7,00278,DD AC → paclitaxel q14d,Neoadjuvant,,q14d,1,no,duration,sidecar generated
protocols/breast/00285-trastuzumab-sc-q21d-ebc.json,nccp-00285-v4,00285,Trastuzumab SC q21d EBC,Adjuvant,Until progression/toxicity,q21d,1,yes,,sidecar generated
protocols/breast/00316-ddac-paclitaxel-14-day-trastuzumab.json,nccp-00316-v6,00316,DD AC → paclitaxel q14d + trastuzumab,Neoadjuvant,,q14d,1,no,duration,sidecar generated
protocols/breast/00322-everolimus-exemestane.json,nccp-00322-v4,00322,Everolimus + exemestane,Advanced disease,,,1,no,cycle_length;duration,sidecar generated
protocols/breast/00348-carbo-auc6-paclitaxel-ddac.json,nccp-00348-v8a,00348,Carboplatin AUC6 + Paclitaxel → DDAC,Neoadjuvant,,,1,no,cycle_length_varies;duration;cycle_length,sidecar generated
protocols/breast/00350-pertuzumab-trastuzumab-chemotherapy.json,nccp-00350-v3,00350,Pertuzumab + Trastuzumab + Chemotherapy,Neoadjuvant,,q21d,1,no,duration,sidecar generated
protocols/breast/00361-fulvestrant-monotherapy.json,nccp-00361-vcurrent,00361,Fulvestrant,Advanced disease,,,1,no,cycle_length;duration,sidecar generated
protocols/breast/00371-letrozole-monotherapy.json,nccp-00371-vcurrent,00371,Letrozole,Neoadjuvant,,,1,no,cycle_length;duration,sidecar generated
protocols/breast/00376-exemestane-monotherapy.json,nccp-00376-vcurrent,00376,Exemestane,Adjuvant,,,1,no,cycle_length;duration,sidecar generated
protocols/breast/00377-cmf-oral.json,nccp-00377-v6,00377,CMF oral,Adjuvant,,,1,no,cycle_length;duration,sidecar generated
protocols/breast/00378-cmf-iv-28-day.json,nccp-00378-v6,00378,CMF IV 28-day,Adjuvant,,,1,no,cycle_length;duration,sidecar generated
protocols/breast/00381-cmf-iv-21-day.json,nccp-00381-v6,00381,CMF IV 21-day,Adjuvant,,,1,no,cycle_length;duration,sidecar generated
protocols/breast/00414-palbociclib.json,nccp-00414-vcurrent,00414,Palbociclib,Advanced disease,,,1,no,cycle_length;duration,sidecar generated
protocols/breast/00423-at-doxorubicin-docetaxel.json,nccp-00423-vcurrent,00423,AT 50/75,Advanced disease,,,1,no,cycle_length;duration,sidecar generated
protocols/breast/00430-gemcitabine-carboplatin.json,nccp-00430-v6,00430,Gemcitabine + carboplatin AUC2,Advanced disease,,q21d,3,no,duration,sidecar generated
protocols/breast/00432-ac-weekly-paclitaxel-trastuzumab.json,nccp-00432-v5,00432,AC → weekly paclitaxel + trastuzumab,Neoadjuvant,,q7d,1,no,duration,sidecar generated
protocols/breast/00433-ddac-weekly-paclitaxel-trastuzumab.json,nccp-00433-v6,00433,DD AC → weekly paclitaxel + trastuzumab,Neoadjuvant,,q7d,1,no,duration,sidecar generated
protocols/breast/00485-dose-dense-ac-weekly-paclitaxel.json,nccp-00485-v6,00485,DD AC → weekly paclitaxel,Neoadjuvant,,q7d,1,no,duration,sidecar generated
protocols/breast/00507-pertuzumab-trastuzumab-paclitaxel.json,nccp-00507-v6,00507,Pertuzumab + trastuzumab + paclitaxel,Advanced disease,,,4,no,cycle_length_varies;duration;cycle_length,sidecar generated
protocols/breast/00512-paclitaxel-trastuzumab-weekly.json,nccp-00512-v5,00512,Weekly Paclitaxel + Trastuzumab,Adjuvant,,,1,no,cycle_length_varies;duration_multiphase;cycle_length;duration,sidecar generated
protocols/breast/00525-ribociclib-metastatic.json,nccp-00525-vcurrent,00525,Ribociclib metastatic,Advanced disease,,,1,no,cycle_length;duration,sidecar generated
protocols/breast/00526-pertuzumab-trastuzumab-vinorelbine.json,nccp-00526-v5,00526,Pertuzumab + trastuzumab + vinorelbine,Advanced disease,,,1,no,cycle_length;duration,sidecar generated
protocols/breast/00545-zoledronic-acid-adjuvant.json,nccp-00545-v3,00545,Zoledronic acid adjuvant,Adjuvant,,q182d,1,no,duration,sidecar generated
protocols/breast/00605-talazoparib.json,nccp-00605-v2,00605,Talazoparib,Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/breast/00619-abemaciclib-adjuvant.json,nccp-00619-vcurrent,00619,Adjuvant abemaciclib,Adjuvant,,,1,no,cycle_length;duration,sidecar generated
protocols/breast/00621-paclitaxel-weekly-3-of-4.json,nccp-00621-v9,00621,"Paclitaxel 80 mg/m² Days 1, 8 and 15 – 28 day",Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/breast/00659-t-dm1-early-breast.json,nccp-00659-v2,00659,T-DM1 early breast,Neoadjuvant,,,1,no,cycle_length;duration,sidecar generated
protocols/breast/00688-atezolizumab-nab-paclitaxel.json,nccp-00688-v2a,00688,Atezolizumab + nab-paclitaxel,Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/breast/00720-neratinib-extended-adjuvant.json,nccp-00720-v2,00720,Neratinib extended adjuvant,Adjuvant,,,1,no,cycle_length;duration,sidecar generated
protocols/breast/00722-tchp-docetaxel-carboplatin-trastuzumab-pertuzumab.json,nccp-00722-v2,00722,TCHP: Docetaxel + Carboplatin + Trastuzumab + Pertuzumab,Neoadjuvant,6 cycles,q21d,1,yes,,sidecar generated
protocols/breast/00726-pertuzumab-trastuzumab-maintenance.json,nccp-00726-v3a,00726,Pertuzumab + Trastuzumab maintenance,Maintenance,,q21d,1,no,duration,sidecar generated
protocols/breast/00731-tch-subcutaneous-p.json,nccp-00731-v2,00731,TCH(SC)P,Neoadjuvant,,q21d,1,no,duration,sidecar generated
protocols/breast/00734-weekly-carbo-paclitaxel-ddac.json,nccp-00734-v3,00734,Weekly Carboplatin/Paclitaxel → DDAC,Neoadjuvant,,,1,no,cycle_length_varies;duration;cycle_length,sidecar generated
protocols/breast/00736-nab-paclitaxel-weekly.json,nccp-00736-v2,00736,nab-Paclitaxel weekly,Advanced disease,,,1,no,cycle_length_varies;duration;cycle_length,sidecar generated
protocols/breast/00738-bevacizumab-paclitaxel.json,nccp-00738-v3,00738,Bevacizumab + paclitaxel,Advanced disease,,,1,no,cycle_length;duration,sidecar generated
protocols/breast/00743-eribulin-monotherapy-28-day.json,nccp-00743-v3,00743,Eribulin 28-day,Advanced disease,,,1,no,cycle_length;duration,sidecar generated
protocols/breast/00745-ddac-weekly-paclitaxel-trastuzumab-q21d.json,nccp-00745-v2a,00745,DD AC → weekly paclitaxel + trastuzumab q21d,Neoadjuvant,,q21d,1,no,duration,sidecar generated
protocols/breast/00749-gemcitabine-800-monotherapy.json,nccp-00749-v3,00749,Gemcitabine monotherapy,Advanced disease,,,1,no,cycle_length;duration,sidecar generated
protocols/breast/00775-pertuzumab-trastuzumab-paclitaxel-carboplatin-train2.json,nccp-00775-v3,00775,IV Pertuzumab/Trastuzumab TRAIN-2,Neoadjuvant,,q21d,1,no,duration,sidecar generated
protocols/breast/00776-trastuzumab-deruxtecan.json,nccp-00776-v3b,00776,Trastuzumab deruxtecan,Advanced disease,,,1,no,cycle_length;duration,sidecar generated
protocols/breast/00785-phesgo-maintenance.json,nccp-00785-v3a,00785,Phesgo maintenance,Maintenance,,q21d,1,no,duration,sidecar generated
protocols/breast/00789-phesgo-tchp.json,nccp-00789-v3,00789,Phesgo TCHP,Neoadjuvant,,q21d,1,no,duration,sidecar generated
protocols/breast/00790-phesgo-paclitaxel-carboplatin-train2.json,nccp-00790-v3,00790,Phesgo + Paclitaxel/Carboplatin (TRAIN-2),Neoadjuvant,,q21d,1,no,duration,sidecar generated
protocols/breast/00794-sacituzumab-govitecan.json,nccp-00794-vcurrent,00794,Sacituzumab govitecan,Advanced disease,,,1,no,cycle_length;duration,sidecar generated
protocols/breast/00796-phesgo-docetaxel.json,nccp-00796-v4,00796,Phesgo + docetaxel,Advanced disease,,,1,no,cycle_length;duration,sidecar generated
protocols/breast/00797-phesgo-paclitaxel.json,nccp-00797-v4,00797,Phesgo + paclitaxel,Advanced disease,,,4,no,cycle_length_varies;duration;cycle_length,sidecar generated
protocols/breast/00798-phesgo-vinorelbine.json,nccp-00798-v3,00798,Phesgo + vinorelbine,Advanced disease,,,1,no,cycle_length;duration,sidecar generated
protocols/breast/00815-paclitaxel-weekly-trastuzumab-3weekly.json,nccp-00815-v3,00815,Weekly paclitaxel + q3w trastuzumab,Adjuvant,,q7d,1,no,duration,sidecar generated
protocols/breast/00857-pembro-carbo-paclitaxel-ac.json,nccp-00857-v3,00857,Pembrolizumab + Carboplatin/Paclitaxel → AC,Neoadjuvant,,,1,no,cycle_length_varies;duration_multiphase;cycle_length;duration,sidecar generated
protocols/breast/00858-pembro-weekly-carbo-paclitaxel-ac.json,nccp-00858-v3,00858,Pembrolizumab + weekly Carboplatin/Paclitaxel → AC,Neoadjuvant,,,1,no,cycle_length_varies;duration_multiphase;cycle_length;duration,sidecar generated
protocols/breast/00860-pembro400-carbo-paclitaxel-ddac.json,nccp-00860-v2,00860,Pembrolizumab 400 + Carbo/Paclitaxel → DDAC,Neoadjuvant,,,1,no,cycle_length_varies;duration_multiphase;cycle_length;duration,sidecar generated
protocols/breast/00861-pembro400-weekly-carbo-paclitaxel-ddac.json,nccp-00861-v2,00861,Pembrolizumab 400 + Weekly Carbo/Paclitaxel → DDAC,Neoadjuvant,,,1,no,cycle_length_varies;duration_multiphase;cycle_length;duration,sidecar generated
protocols/breast/00892-ribociclib-adjuvant.json,nccp-00892-v2,00892,Adjuvant ribociclib,Adjuvant,,,1,no,cycle_length;duration,sidecar generated
protocols/breast/00936-tucatinib-trastuzumab-capecitabine.json,nccp-00936-vcurrent,00936,Tucatinib + trastuzumab + capecitabine,Advanced disease,,,1,no,cycle_length;duration,sidecar generated
protocols/gastrointestinal/00207-cetuximab-therapy-7-days.json,nccp-00207-v5,00207,Cetuximab Therapy – 7 days,Curative,,q7d,1,no,duration,sidecar generated
protocols/gastrointestinal/00209-modified-folfox6.json,nccp-00209-v10a,00209,Modified FOLFOX-6,Adjuvant / Advanced disease,,q14d,4,no,duration,sidecar generated
protocols/gastrointestinal/00210-folfox-4-therapy-14-day.json,nccp-00210-v9b,00210,FOLFOX-4 Therapy – 14 day,Adjuvant,,q14d,1,no,duration,sidecar generated
protocols/gastrointestinal/00213-irinotecan-monotherapy-21-day.json,nccp-00213-v7,00213,Irinotecan Monotherapy – 21 day,Advanced disease,,q21d,1,no,duration,sidecar generated
protocols/gastrointestinal/00216-capecitabine-monotherapy.json,nccp-00216-v8,00216,Capecitabine,Advanced disease / Adjuvant / Neoadjuvant,,q21d,7,no,duration,sidecar generated
protocols/gastrointestinal/00225-panitumumab-6-mg-kg-therapy.json,nccp-00225-v6,00225,Panitumumab 6 mg/kg Therapy,Advanced disease,,q14d,1,no,duration,sidecar generated
protocols/gastrointestinal/00227-folfiri.json,nccp-00227-v9,00227,FOLFIRI,Advanced disease,,q14d,4,no,duration,sidecar generated
protocols/gastrointestinal/00235-teysuno-s-1-and-cisplatin-28-day.json,nccp-00235-v5,00235,Teysuno (S-1) and Cisplatin – 28 day,Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/gastrointestinal/00238-aflibercept-folfiri.json,nccp-00238-v6,00238,Aflibercept + FOLFIRI,Advanced disease,,q14d,2,no,duration,sidecar generated
protocols/gastrointestinal/00239-eox-epirubicin-oxaliplatin-and-capecitabine-therapy.json,nccp-00239-v8,00239,"EOX: Epirubicin, Oxaliplatin and Capecitabine Therapy",Advanced disease,,q21d,1,no,duration,sidecar generated
protocols/gastrointestinal/00240-ecf-epirubicin-cisplatin-and-5-fluorouracil-therapy.json,nccp-00240-v8,00240,"ECF: Epirubicin, Cisplatin and 5-Fluorouracil Therapy",Palliative,,q21d,1,no,duration,sidecar generated
protocols/gastrointestinal/00244-regorafenib.json,nccp-00244-v5,00244,Regorafenib,Advanced disease,,q28d,2,no,duration,sidecar generated
protocols/gastrointestinal/00256-nab-paclitaxel-gemcitabine.json,nccp-00256-v7,00256,nab-Paclitaxel + Gemcitabine,Advanced disease,,q28d,2,no,duration,sidecar generated
protocols/gastrointestinal/00283-gemcitabine-1000-mg-m2-monotherapy-56-day.json,nccp-00283-v6,00283,Gemcitabine 1000 mg/m² Monotherapy – 56 day,Advanced disease,,q56d,1,no,duration,sidecar generated
protocols/gastrointestinal/00294-sorafenib-therapy.json,nccp-00294-v4,00294,Sorafenib Therapy,Advanced disease,Until progression/toxicity,q28d,2,yes,,sidecar generated
protocols/gastrointestinal/00321-xelox-capox.json,nccp-00321-v9,00321,XELOX / CAPOX,Adjuvant / Advanced disease,,q21d,4,no,duration,sidecar generated
protocols/gastrointestinal/00328-cetuximab-7-day-and-folfiri-14-day-therapy.json,nccp-00328-v7,00328,Cetuximab (7 day) and FOLFIRI (14 day) Therapy,Advanced disease,,q14d,1,no,duration,sidecar generated
protocols/gastrointestinal/00329-folfirinox.json,nccp-00329-v9,00329,FOLFIRINOX,Advanced disease,Up to 12 cycles,q14d,1,yes,,sidecar generated
protocols/gastrointestinal/00330-cetuximab-7-day-and-irinotecan-14-day-therapy.json,nccp-00330-v6,00330,Cetuximab (7 day) and Irinotecan (14 day) Therapy,Advanced disease,,q14d,1,no,duration,sidecar generated
protocols/gastrointestinal/00331-cetuximab-14-day-and-irinotecan-14-day-therapy.json,nccp-00331-v7,00331,Cetuximab (14 day) and Irinotecan (14 day) Therapy,Advanced disease,,q14d,1,no,duration,sidecar generated
protocols/gastrointestinal/00344-flot-therapy-14-day.json,nccp-00344-v9,00344,FLOT Therapy – 14 day,Advanced disease,,q14d,1,no,duration,sidecar generated
protocols/gastrointestinal/00380-ecx-epirubicin-cisplatin-and-capecitabine-therapy.json,nccp-00380-v6,00380,"ECX: Epirubicin, Cisplatin and Capecitabine Therapy",Palliative,,q21d,1,no,duration,sidecar generated
protocols/gastrointestinal/00382-trifluridine-tipiracil.json,nccp-00382-v3,00382,Lonsurf,Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/gastrointestinal/00383-gemcitabine-1000-mg-m2-and-cisplatin-25-mg-m2-21-day.json,nccp-00383-v8,00383,Gemcitabine 1000 mg/m² and Cisplatin 25 mg/m² – 21 day,Advanced disease,,q21d,1,no,duration,sidecar generated
protocols/gastrointestinal/00384-gemcitabine-1000-mg-m2-and-capecitabine-650-mg-m2-21-day.json,nccp-00384-v7,00384,Gemcitabine 1000 mg/m² and Capecitabine 650 mg/m² – 21 day,Advanced disease,,q21d,1,no,duration,sidecar generated
protocols/gastrointestinal/00386-doxorubicin-60-mg-m2-therapy.json,nccp-00386-v4,00386,Doxorubicin 60 mg/m² Therapy,Advanced disease,,q21d,1,no,duration,sidecar generated
protocols/gastrointestinal/00421-5-fluorouracil-continuous-infusion-and-radiotherapy.json,nccp-00421-v4,00421,5-Fluorouracil Continuous Infusion and Radiotherapy,Advanced disease,,q7d,1,no,duration,sidecar generated
protocols/gastrointestinal/00422-carboplatin-auc2-and-paclitaxel-50-mg-m2-weekly-with-radiotherapy.json,nccp-00422-v5,00422,Carboplatin AUC2 and Paclitaxel 50 mg/m² Weekly with Radiotherapy,,,q7d,1,no,intent;duration,sidecar generated
protocols/gastrointestinal/00427-roswell-park-modified-5-fluorouracil-and-folinic-acid.json,nccp-00427-v6,00427,Roswell Park Modified 5-Fluorouracil and Folinic Acid,Adjuvant,,q56d,1,no,duration,sidecar generated
protocols/gastrointestinal/00428-quasar-modified-5-fluorouracil-and-folinic-acid-weekly.json,nccp-00428-v6,00428,QUASAR Modified 5-Fluorouracil and Folinic Acid Weekly,Adjuvant,,q7d,1,no,duration,sidecar generated
protocols/gastrointestinal/00429-eof-epirubicin-oxaliplatin-and-5-fluorouracil-therapy.json,nccp-00429-v7a,00429,"EOF: Epirubicin, Oxaliplatin and 5-Fluorouracil Therapy",Advanced disease,,q21d,1,no,duration,sidecar generated
protocols/gastrointestinal/00446-bevacizumab-modified-folfox6.json,nccp-00446-v7b,00446,Bevacizumab + mFOLFOX6,Advanced disease,,q14d,2,no,duration,sidecar generated
protocols/gastrointestinal/00447-panitumumab-modified-folfox6.json,nccp-00447-v6b,00447,Panitumumab + mFOLFOX6,Advanced disease,,q14d,2,no,duration,sidecar generated
protocols/gastrointestinal/00448-panitumumab-folfiri.json,nccp-00448-v4b,00448,Panitumumab + FOLFIRI,Advanced disease,,q14d,3,no,duration,sidecar generated
protocols/gastrointestinal/00449-bevacizumab-folfiri.json,nccp-00449-v6a,00449,Bevacizumab + FOLFIRI,Advanced disease,,q14d,2,no,duration,sidecar generated
protocols/gastrointestinal/00451-5-fluorouracil-4-day-mitomycin-and-radiotherapy.json,nccp-00451-v4c,00451,"5-Fluorouracil (4 day), Mitomycin and Radiotherapy",,,q28d,1,no,intent;duration,sidecar generated
protocols/gastrointestinal/00460-cisplatin-75-mg-m2-and-5-fluorouracil-chemoradiation-herskovic.json,nccp-00460-v4,00460,Cisplatin 75 mg/m² and 5-Fluorouracil Chemoradiation (Herskovic),Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/gastrointestinal/00473-cisplatin-and-capecitabine-adjuvant-chemoradiation-therapy.json,nccp-00473-v6,00473,Cisplatin and Capecitabine Adjuvant Chemoradiation Therapy,Adjuvant,,q21d,1,no,duration,sidecar generated
protocols/gastrointestinal/00486-flox-therapy.json,nccp-00486-v8,00486,FLOX Therapy,Adjuvant,,q56d,1,no,duration,sidecar generated
protocols/gastrointestinal/00502-trastuzumab-5-fluorouracil-and-cisplatin-therapy-21-day.json,nccp-00502-v4,00502,"Trastuzumab, 5-Fluorouracil and Cisplatin Therapy – 21 day",Advanced disease,,q21d,1,no,duration,sidecar generated
protocols/gastrointestinal/00505-capecitabine-and-temozolomide-therapy.json,nccp-00505-v5,00505,Capecitabine and Temozolomide Therapy,Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/gastrointestinal/00509-modified-folfox-6-chemoradiation-therapy-14-day.json,nccp-00509-v6,00509,Modified FOLFOX-6 Chemoradiation Therapy – 14 day,,,q14d,1,no,intent;duration,sidecar generated
protocols/gastrointestinal/00515-modified-folfirinox.json,nccp-00515-v7,00515,Modified FOLFIRINOX,Adjuvant / Advanced disease,,q14d,3,no,duration,sidecar generated
protocols/gastrointestinal/00521-gemcitabine-1000-mg-m2-and-radiotherapy.json,nccp-00521-v3,00521,Gemcitabine 1000 mg/m² and Radiotherapy,Advanced disease,,q7d,1,no,duration,sidecar generated
protocols/gastrointestinal/00522-gemcitabine-400-mg-m2-and-radiotherapy.json,nccp-00522-v4,00522,Gemcitabine 400 mg/m² and Radiotherapy,,,q7d,1,no,intent;duration,sidecar generated
protocols/gastrointestinal/00523-capecitabine-and-radiotherapy-7-day.json,nccp-00523-v5,00523,Capecitabine and Radiotherapy – 7 day,Advanced disease,,q7d,1,no,duration,sidecar generated
protocols/gastrointestinal/00524-gemcitabine-1000-mg-m2-and-capecitabine-830-mg-m2-28-day.json,nccp-00524-v5,00524,Gemcitabine 1000 mg/m² and Capecitabine 830 mg/m² – 28 day,Adjuvant,,q28d,1,no,duration,sidecar generated
protocols/gastrointestinal/00555-folfoxiri.json,nccp-00555-v6b,00555,FOLFOXIRI,Advanced disease,Until progression/toxicity,q14d,1,yes,,sidecar generated
protocols/gastrointestinal/00559-gemcitabine-600-mg-m2-and-radiotherapy.json,nccp-00559-v3,00559,Gemcitabine 600 mg/m² and Radiotherapy,,,q7d,1,no,intent;duration,sidecar generated
protocols/gastrointestinal/00585-cetuximab-14-day-and-folfiri-14-day-therapy.json,nccp-00585-v5b,00585,Cetuximab (14 day) and FOLFIRI (14 day) Therapy,Advanced disease,,q14d,1,no,duration,sidecar generated
protocols/gastrointestinal/00586-capecitabine-825-mg-m2-and-radiotherapy-7-day.json,nccp-00586-v3,00586,Capecitabine 825 mg/m² and Radiotherapy – 7 day,Advanced disease,,q7d,1,no,duration,sidecar generated
protocols/gastrointestinal/00594-cisplatin-5-fluorouracil-and-radiation-therapy.json,nccp-00594-v3b,00594,"Cisplatin, 5-Fluorouracil and Radiation Therapy",,,q28d,1,no,intent;duration,sidecar generated
protocols/gastrointestinal/00623-bevacizumab-7-5-mg-kg-and-capecitabine-1250-mg-m2-therapy.json,nccp-00623-v3a,00623,Bevacizumab 7.5 mg/kg and Capecitabine 1250 mg/m² Therapy,Advanced disease,,q21d,1,no,duration,sidecar generated
protocols/gastrointestinal/00642-lutetium-177-oxodotreotide-lutathera-therapy.json,nccp-00642-v2,00642,Lutetium-177 Oxodotreotide (Lutathera) Therapy,,,q56d,1,no,intent;duration,sidecar generated
protocols/gastrointestinal/00644-lenvatinib-therapy-hcc.json,nccp-00644-v2,00644,Lenvatinib Therapy – HCC,Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/gastrointestinal/00654-irinotecan-150-mg-m2-monotherapy-28-day.json,nccp-00654-v2,00654,Irinotecan 150 mg/m² Monotherapy – 28 day,Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/gastrointestinal/00660-5fu-folinic-acid.json,nccp-00660-v2b,00660,5-FU + Folinic Acid,Adjuvant / Advanced disease,,q14d,3,no,duration,sidecar generated
protocols/gastrointestinal/00691-folfirinox-therapy-rectal-carcinoma.json,nccp-00691-v4,00691,FOLFIRINOX Therapy – Rectal Carcinoma,Neoadjuvant,,q14d,1,no,duration,sidecar generated
protocols/gastrointestinal/00692-cetuximab-and-folfox-4-therapy.json,nccp-00692-v2,00692,Cetuximab and FOLFOX-4 Therapy,Advanced disease,,q14d,1,no,duration,sidecar generated
protocols/gastrointestinal/00704-trastuzumab-modified-folfox6.json,nccp-00704-v3a,00704,Trastuzumab + mFOLFOX6,Advanced disease,,q14d,1,no,duration,sidecar generated
protocols/gastrointestinal/00727-mitomycin-and-capecitabine-chemoradiation-therapy.json,nccp-00727-v2b,00727,Mitomycin and Capecitabine Chemoradiation Therapy,,,q28d,1,no,intent;duration,sidecar generated
protocols/gastrointestinal/00732-cetuximab-therapy-14-days.json,nccp-00732-v2,00732,Cetuximab Therapy – 14 days,Advanced disease,,q14d,1,no,duration,sidecar generated
protocols/gastrointestinal/00733-cetuximab-and-modified-folfox-6-therapy.json,nccp-00733-v2a,00733,Cetuximab and modified FOLFOX-6 Therapy,Advanced disease,,q14d,1,no,duration,sidecar generated
protocols/gastrointestinal/00739-pembrolizumab-cisplatin-and-5-fluorouracil-infusional-therapy.json,nccp-00739-v2a,00739,"Pembrolizumab, Cisplatin and 5-Fluorouracil Infusional Therapy",Advanced disease,,q21d,1,no,duration,sidecar generated
protocols/gastrointestinal/00783-bevacizumab-5-mg-kg-and-folfoxiri-therapy-14-day.json,nccp-00783-v2a,00783,Bevacizumab 5 mg/kg and FOLFOXIRI Therapy – 14 day,Advanced disease,,q14d,1,no,duration,sidecar generated
protocols/gastrointestinal/00791-bevacizumab-5-mg-kg-5-fluorouracil-and-folinic-acid-therapy-14-day.json,nccp-00791-v2,00791,"Bevacizumab 5 mg/kg, 5-Fluorouracil and Folinic Acid Therapy – 14 day",Advanced disease,,q14d,1,no,duration,sidecar generated
protocols/gastrointestinal/00816-nivolumab-14-day-cisplatin-and-5-fluorouracil-therapy.json,nccp-00816-v3,00816,"Nivolumab 14 day, Cisplatin and 5-Fluorouracil Therapy",Advanced disease,,q14d,1,no,duration,sidecar generated
protocols/gastrointestinal/00831-atezolizumab-bevacizumab-hcc.json,nccp-00831-v2a,00831,Atezolizumab + Bevacizumab (HCC),Advanced disease,,q21d,2,no,duration,sidecar generated
